"X1star" "X2star" "X3star" "X4star" "X5star" "X6star"
-0.767244004748482 -0.698488734534586 -0.652354885969751 0.0782381936583076 0.120682591771109 0.624059275775378
-0.718944245854917 -0.664917412824876 -0.216490302123798 -0.508352486686508 -1.64421601122657 -0.264415226788426
-0.687642489706337 0.889029208930055 -0.233460438430101 0.672201052182493 -0.689461929684596 0.659309408267649
0.111208068631762 -0.630411639218896 0.876811941978912 0.646603150432232 0.656046891618552 0.676302552497967
-0.720197446764181 -0.492120758744974 -0.67319530350452 -1.63807145183322 0.663971047733786 -0.755711888912194
1.22469481546068 2.24252665232086 2.13471093579492 0.84120773744959 0.744335063429344 0.793924519302012
-0.566960818524727 -0.672991514550812 -0.69089256521586 -0.202240041135748 -0.375569977284447 -1.12287169160282
0.0895453822941471 0.768938680920008 0.0964184784255233 0.606047612648107 0.630086717380629 0.0666871027774744
-0.719349414069304 0.0974477260858133 0.627149355443863 0.642048510691861 0.686091693944915 0.664797119642083
0.533478722679994 -0.391094034052193 -0.33146965288871 0.775437401150723 0.692719645237478 0.788203034420148
-0.165806114904203 -0.66513596492335 0.210448355215227 0.0523578661123109 0.677520530538961 0.627049308546888
-0.78958434999494 -0.772639414478705 -0.801235953665137 -2.86021224852039 -1.28078602888182 -1.71141812865588
-0.684320854066162 -0.669183862849065 -0.71844723174079 -0.151932377268433 0.619520378222246 0.677147623942551
-0.753794115427216 -0.692105687991718 -0.639102880429354 0.0770174732787239 -0.568683111119463 0.669409823993045
0.667554162886547 -0.634396954411321 0.190182515052232 0.761458263045889 0.539068919909223 0.773547778704792
-0.677107226492976 -0.704715209237464 -0.625970902515502 -0.824058171835844 -1.18967610232842 -0.888587335276235
0.34366079755831 1.12756811582038 1.98994044057077 0.682926714520575 0.721224142198578 0.375319195292171
0.773700633736187 0.222665711126177 -0.0312491800021354 0.696561316579587 -0.48065892472354 0.558254972533224
-0.717810346671846 -0.692005448467711 -0.754949978638159 -0.859704486655811 -1.0901477874911 -1.06523696652479
-0.705514861608978 -0.697263127979518 -0.636450572572969 0.671995841330769 0.644749216111766 -0.344373644806187
-0.730457533383882 -0.650098246891265 -0.741339328602718 -0.439058212952605 -2.01034433156208 0.688649733611083
-0.733771112570435 -0.758154129774606 -0.692351470916461 -0.0720282543554831 -2.91979314580965 -2.60469989012705
-0.663295451646101 0.168673271727807 1.41149213120582 0.738754656696378 0.688914982430622 0.650172569795537
1.34613042710657 2.07565043107896 2.86675816837612 0.640204044075459 0.811718741236516 0.741648401937203
1.84196924388946 1.79542125241165 1.19164075615823 0.744820558829007 0.758725824023611 0.805335086628982
-0.800734574467224 -0.795339024129516 -0.869096839583402 -1.60798316430907 -0.334749298424313 -2.17732353196105
0.429257338222654 -0.207647039684166 -0.624197267300279 0.768858916967379 0.420189730176455 0.65798398457018
-0.667629383840918 -0.710706704409183 -0.691500145917923 0.627543845530099 -0.451783897195214 -0.477776890478976
-0.6384640608753 -0.673030585670033 -0.634593587893949 -0.850249982386261 -1.23173270532867 -0.0389804205504595
0.391021951943561 -0.703205203571545 0.324963385401701 0.64552785959897 0.65447438877442 0.46077670804231
-0.656750760357509 -0.744868802443932 -0.461876237798643 -0.096050989383047 -2.1034691344332 -0.572372231905763
-0.838227789890565 -0.763884810596999 -0.904801199490542 -2.77458175846007 -2.55396132337817 -1.5066508748775
-0.793304069320092 -0.828411841344641 -0.834799212829808 -2.64510630351847 -2.33113108865947 -1.39012203255647
-0.820807022725859 -0.812917511168219 -0.711664733024942 -1.09803594477631 -1.50298437908832 -1.94402514875127
0.096112076768181 -0.625034652640672 -0.65511933184654 -0.434472147281252 0.315547221553217 -0.338656485966299
-0.655271975650297 -0.765632288861994 -0.697624390370079 0.324490095686044 0.150876863098152 0.658149813633652
-0.643866521473724 -0.673377338168848 0.481730792225773 0.719865001157371 0.692213355528636 0.632754520500403
2.01276065982146 1.87025052269879 3.17759745576265 0.782782777564649 0.704865087873895 0.716454342352609
-0.808231172862392 -0.773343337973738 -0.729997402205279 -1.97416188157367 -1.87162126332652 -2.40845666623145
-0.323141596431868 0.889912013321896 0.441421882688367 -0.795625360601303 -0.298891717979316 -0.13647980793238
-0.681614152835185 -0.763575133895475 -0.725209223018386 -0.931073976795233 -0.801120511529107 -1.26013917188108
2.6939911142192 3.51532645683304 2.2837347287942 0.852425128413043 0.806151576070292 0.843771033676233
1.26869741467197 0.775889863805166 2.56929076483293 -0.0725362837786199 0.719405869756728 0.734567916310151
-0.651176636092778 -0.713828269715905 -0.717352803890624 -0.615196788641632 -0.784675852150315 -1.34811470546202
-0.666420758527593 -0.674930245026949 -0.703852209022778 -1.99973438245796 -0.302701688490879 -0.325786307625558
-0.735308060816438 -0.784400283043999 -0.772202433192756 -2.46214359569775 -0.794091359729872 -0.661355893834117
2.09093465057685 1.65715339329415 1.25558589142553 0.735152492034996 0.658838331797577 0.804304504661228
-0.63473520103979 -0.673672626186818 -0.675769389613581 -0.486787566950432 -0.563761636676708 -0.0749924957328983
-0.690326111334351 -0.672873236377392 -0.704293846399761 0.670894264039128 -0.469709333670729 -0.869554638087748
1.46309634088664 2.53644739089266 1.22776749668894 0.733777301682832 0.742147864362146 0.650999387240113
-0.409929866108721 0.392911408853382 0.679756897067309 0.669458559845518 0.659174063053037 0.66989245881589
-0.830225832178079 -0.727500042245702 -0.784133625306321 -2.56527152092544 -2.43751461646798 -2.32102980596615
-0.240065896596896 -0.13651175097947 -0.656279390331493 0.647143660100197 -0.407319988994606 0.467247342282319
-0.648848564127087 -0.718304784074761 -0.638672584712025 0.65925630232208 0.0485505113718266 -0.188713304404647
-0.330580822221996 -0.648520583925222 0.674596334851237 0.78555646066106 0.683865868185925 0.685314412594579
-0.687039436340596 -0.647518867208926 -0.634100852120094 0.498285439209613 0.127276418469198 0.500219669690606
-0.75931479577599 -0.626763186370908 -0.591386799234164 -1.39838598251654 0.0719472529178675 -0.522213982291263
-0.661272157375981 0.447694446532608 -0.712242722106332 -1.29169954040353 -2.06010466968257 -0.882152071644056
-0.819018772809408 -0.824295835650819 -0.834636773425413 -1.32321881565536 -3.19923700144403 -2.32895108726393
3.24965420279329 1.60122193608615 2.40076331309894 0.817627308674152 0.832275012799496 0.912017459872301
-0.637223604850883 -0.638617909533602 -0.661472366675451 0.66819183496063 0.610195648480449 -0.24416706718758
1.40631592323716 1.51617018758482 1.28223499828954 0.842442790422387 0.686259276384957 0.681444948099934
-0.643196251055766 -0.689398982621005 -0.704916163030846 0.133065260706531 0.598375716769039 -0.882130575112658
-0.796774056239446 -0.723477277114057 -0.77130274051477 -1.54355682399517 -0.589227834230216 -2.90650524643787
0.20043846164624 0.539335602398813 -0.042112041189319 0.68796360408711 0.435961770642524 0.723484909893758
3.30175542279987 1.73749815678577 2.03354316346391 0.838512861482672 0.668309501488895 0.788474073830866
-0.71293307962291 -0.672882682924307 -0.721568928534124 -0.771268335115345 -0.834672858900321 -0.318586524036579
-0.765667182322979 -0.765283601704799 -0.758893945284157 -1.16427272734482 -2.56349343250361 -1.36931055636374
-0.681792802759862 -0.632993979989251 -0.624435796946492 -0.0274452811065878 -0.804156141444523 -0.576486570875273
1.4166655178678 1.47660308052183 1.72814534699279 0.703672193916278 0.769499768276415 0.685625234356537
-0.481262310355903 -0.674274681813996 -0.623972084481071 0.62987049402267 -0.266571079845343 0.685644051516248
